Antecedente;Consequente;Suporte;Confiança;Matriz Antecedentes;Matriz Consequentes;pto médio ant.;pto médio cons.;suporte antec.;suporte conseq.;distância final;antecedete x origem;consequente x origem
[1, 16, 7];[6, 11, 13];1;100.0%;"[[0.   6.43 2.64]
 [6.43 0.   8.49]
 [2.64 8.49 0.  ]]";"[[0.   6.06 2.19]
 [6.06 0.   6.44]
 [2.19 6.44 0.  ]]";"[ 0.476  0.217 -0.641 -0.024  0.248  0.449  0.078  0.052  0.037 -0.003
  0.003]";"[ 0.551  0.426 -0.007 -0.498 -0.383  0.055  0.106 -0.029 -0.052  0.005
  0.007]";1;2;6.9756095996067735;[3.9931334];[3.97725605]
[13, 1, 7];[6, 11, 16];1;50.0%;"[[0.   4.58 7.8 ]
 [4.58 0.   2.64]
 [7.8  2.64 0.  ]]";"[[0.   6.06 3.38]
 [6.06 0.   6.91]
 [3.38 6.91 0.  ]]";"[ 0.455  0.72  -0.377 -0.025 -0.034  0.218  0.261 -0.08   0.078  0.063
  0.007]";"[ 0.572 -0.077 -0.272 -0.498 -0.102  0.286 -0.078  0.102 -0.093 -0.061
  0.003]";2;1;6.334144797317076;[8.88732678];[6.95916375]
[1, 7, 11];[6, 13, 16];1;100.0%;"[[0.   2.64 4.17]
 [2.64 0.   6.66]
 [4.17 6.66 0.  ]]";"[[0.   2.19 3.38]
 [2.19 0.   5.22]
 [3.38 5.22 0.  ]]";"[ 0.284  0.497 -0.89  -0.058 -0.155  0.191  0.008  0.101  0.044  0.039
 -0.012]";"[ 0.743  0.146  0.242 -0.465  0.019  0.313  0.175 -0.078 -0.059 -0.036
  0.022]";1;3;11.792262715109727;[3.51135268];[3.09561886]
[6, 1, 16];[7, 11, 13];1;50.0%;"[[0.   2.7  3.38]
 [2.7  0.   6.43]
 [3.38 6.43 0.  ]]";"[[0.   6.66 7.8 ]
 [6.66 0.   6.44]
 [7.8  6.44 0.  ]]";"[ 0.811  0.141 -0.293 -0.311  0.143  0.365 -0.09  -0.022  0.082 -0.102
 -0.008]";"[ 0.216  0.502 -0.356 -0.212 -0.278  0.139  0.273  0.044 -0.097  0.105
  0.019]";2;1;4.552722792473088;[9.89788053];[5.20046674]
[6, 13, 1];[7, 11, 16];1;25.0%;"[[0.   2.19 2.7 ]
 [2.19 0.   4.58]
 [2.7  4.58 0.  ]]";"[[0.   6.66 8.49]
 [6.66 0.   6.91]
 [8.49 6.91 0.  ]]";"[ 0.79   0.644 -0.028 -0.311 -0.139  0.135  0.093 -0.153  0.123 -0.037
 -0.004]";"[ 0.237 -0.    -0.62  -0.211  0.003  0.369  0.09   0.176 -0.138  0.039
  0.015]";4;1;5.3216785826992865;[11.8788847];[5.2771963]
[6, 1, 11];[7, 13, 16];1;50.0%;"[[0.   2.7  6.06]
 [2.7  0.   4.17]
 [6.06 4.17 0.  ]]";"[[0.   7.8  8.49]
 [7.8  0.   5.22]
 [8.49 5.22 0.  ]]";"[ 0.619  0.421 -0.542 -0.344 -0.26   0.108 -0.16   0.028  0.089 -0.061
 -0.024]";"[ 0.407  0.223 -0.107 -0.179  0.124  0.396  0.343 -0.005 -0.104  0.063
  0.034]";2;1;2.770572930392491;[10.0046099];[4.07717952]
[6, 1, 7];[11, 13, 16];1;33.3%;"[[0.   2.7  5.3 ]
 [2.7  0.   2.64]
 [5.3  2.64 0.  ]]";"[[0.   6.44 6.91]
 [6.44 0.   5.22]
 [6.91 5.22 0.  ]]";"[ 0.732  0.511 -0.616  0.099  0.023  0.135  0.079  0.077  0.166 -0.036
 -0.005]";"[ 0.295  0.132 -0.033 -0.622 -0.159  0.369  0.104 -0.054 -0.182  0.039
  0.015]";3;1;6.03572717226432;[11.97202214];[5.33849533]
[13, 16];[1, 6, 7, 11];1;33.3%;"[[0.   5.22]
 [5.22 0.  ]]";"[[0.   2.7  2.64 4.17]
 [2.7  0.   5.3  6.06]
 [2.64 5.3  0.   6.66]
 [4.17 6.06 6.66 0.  ]]";"[ 0.476  0.104  0.348 -0.589  0.103  0.512  0.266 -0.169 -0.168  0.03
  0.033]";"[ 0.532  0.431 -0.661 -0.098 -0.153  0.122  0.005  0.102  0.073 -0.013
 -0.009]";3;1;9.734232568124273;[8.44030136];[9.02229638]
[16, 11];[1, 6, 7, 13];1;100.0%;"[[0.   6.91]
 [6.91 0.  ]]";"[[0.   2.7  2.64 4.58]
 [2.7  0.   5.3  2.19]
 [2.64 5.3  0.   7.8 ]
 [4.58 2.19 7.8  0.  ]]";"[ 0.22  -0.231 -0.422 -0.638 -0.079  0.471 -0.114  0.102 -0.219 -0.007
  0.004]";"[ 0.66   0.598 -0.275 -0.073 -0.062  0.143  0.195 -0.034  0.098  0.005
  0.006]";1;2;9.165454872417602;[3.69064022];[4.56364692]
[13, 11];[1, 6, 7, 16];1;50.0%;"[[0.   6.44]
 [6.44 0.  ]]";"[[0.   2.7  2.64 6.43]
 [2.7  0.   5.3  3.38]
 [2.64 5.3  0.   8.49]
 [6.43 3.38 8.49 0.  ]]";"[ 0.188  0.524 -0.025 -0.639 -0.501  0.125  0.161 -0.095 -0.158  0.092
  0.01 ]";"[ 0.676  0.221 -0.474 -0.073  0.149  0.316  0.057  0.064  0.068 -0.044
  0.003]";2;1;8.31894632085065;[7.97287963];[8.21252362]
[16, 7];[1, 6, 11, 13];1;100.0%;"[[0.   8.49]
 [8.49 0.  ]]";"[[0.   2.7  4.17 4.58]
 [2.7  0.   6.06 2.19]
 [4.17 6.06 0.   6.44]
 [4.58 2.19 6.44 0.  ]]";"[ 0.389 -0.095 -0.533  0.027  0.346  0.512  0.245  0.175 -0.103  0.031
  0.032]";"[ 0.576  0.53  -0.22  -0.406 -0.275  0.122  0.015 -0.07   0.04  -0.014
 -0.008]";1;2;7.0736072233568725;[3.32924384];[4.27801854]
[13, 7];[1, 6, 11, 16];1;50.0%;"[[0.  7.8]
 [7.8 0. ]]";"[[0.   2.7  4.17 6.43]
 [2.7  0.   6.06 3.38]
 [4.17 6.06 0.   6.91]
 [6.43 3.38 6.91 0.  ]]";"[ 0.357  0.659 -0.136  0.026 -0.076  0.166  0.52  -0.021 -0.042  0.129
  0.038]";"[ 0.591  0.153 -0.419 -0.405 -0.064  0.295 -0.122  0.028  0.01  -0.063
 -0.011]";2;1;5.7851703414031785;[6.89289879];[7.53741413]
[7, 11];[1, 6, 13, 16];1;100.0%;"[[0.   6.66]
 [6.66 0.  ]]";"[[0.   2.7  4.58 6.43]
 [2.7  0.   2.19 3.38]
 [4.58 2.19 0.   5.22]
 [6.43 3.38 5.22 0.  ]]";"[ 0.101  0.325 -0.906 -0.023 -0.258  0.125  0.14   0.249 -0.092  0.093
  0.009]";"[ 0.719  0.32  -0.033 -0.381  0.027  0.315  0.068 -0.108  0.035 -0.045
  0.003]";1;2;10.213001819016526;[4.54448104];[4.23028805]
[6, 16];[1, 7, 11, 13];1;25.0%;"[[0.   3.38]
 [3.38 0.  ]]";"[[0.   2.64 4.17 4.58]
 [2.64 0.   6.66 7.8 ]
 [4.17 6.66 0.   6.44]
 [4.58 7.8  6.44 0.  ]]";"[ 0.892 -0.209 -0.01  -0.403  0.188  0.386 -0.007  0.066 -0.035 -0.119
  0.014]";"[ 0.324  0.587 -0.481 -0.191 -0.196  0.185  0.141 -0.016  0.006  0.061
  0.001]";4;1;7.134101655157723;[11.5678703];[7.14472135]
[6, 13];[1, 7, 11, 16];1;14.3%;"[[0.   2.19]
 [2.19 0.  ]]";"[[0.   2.64 4.17 6.43]
 [2.64 0.   6.66 8.49]
 [4.17 6.66 0.   6.91]
 [6.43 8.49 6.91 0.  ]]";"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";"[ 0.34   0.21  -0.68  -0.19   0.015  0.358  0.004  0.083 -0.024  0.012
 -0.002]";7;1;6.8031391360614775;[14.24709111];[6.75300307]
[6, 11];[1, 7, 13, 16];1;50.0%;"[[0.   6.06]
 [6.06 0.  ]]";"[[0.   2.64 4.58 6.43]
 [2.64 0.   7.8  8.49]
 [4.58 7.8  0.   5.22]
 [6.43 8.49 5.22 0.  ]]";"[ 0.604  0.21  -0.384 -0.453 -0.415 -0.    -0.112  0.14  -0.024 -0.057
 -0.009]";"[ 0.468  0.377 -0.295 -0.166  0.106  0.378  0.193 -0.053  0.001  0.03
  0.012]";2;1;2.6999356123469544;[8.50446181];[5.69297534]
[6, 7];[1, 11, 13, 16];1;33.3%;"[[0.  5.3]
 [5.3 0. ]]";"[[0.   4.17 4.58 6.43]
 [4.17 0.   6.44 6.91]
 [4.58 6.44 0.   5.22]
 [6.43 6.91 5.22 0.  ]]";"[ 0.773  0.346 -0.494  0.212  0.009  0.04   0.247  0.213  0.092 -0.02
  0.019]";"[ 0.383  0.31  -0.239 -0.498 -0.106  0.358  0.014 -0.089 -0.057  0.012
 -0.002]";3;1;4.272035378447989;[10.66706313];[5.83325896]
[1, 16];[6, 7, 11, 13];1;50.0%;"[[0.   6.43]
 [6.43 0.  ]]";"[[0.   5.3  6.06 2.19]
 [5.3  0.   6.66 7.8 ]
 [6.06 6.66 0.   6.44]
 [2.19 7.8  6.44 0.  ]]";"[ 0.578  0.096 -0.454 -0.358  0.288  0.591 -0.133 -0.084  0.043 -0.069
 -0.013]";"[ 0.481  0.435 -0.26  -0.213 -0.246  0.083  0.204  0.059 -0.033  0.036
  0.014]";2;1;3.4575616006435856;[9.04010146];[5.82252192]
[13, 1];[6, 7, 11, 16];1;25.0%;"[[0.   4.58]
 [4.58 0.  ]]";"[[0.   5.3  6.06 3.38]
 [5.3  0.   6.66 8.49]
 [6.06 6.66 0.   6.91]
 [3.38 8.49 6.91 0.  ]]";"[ 0.547  0.85  -0.057 -0.358 -0.134  0.245  0.142 -0.281  0.105  0.03
 -0.007]";"[ 0.497  0.058 -0.458 -0.213 -0.035  0.256  0.066  0.157 -0.064 -0.013
  0.011]";4;1;3.8505837669061056;[11.81983182];[5.44763458]
[1, 11];[6, 7, 13, 16];1;50.0%;"[[0.   4.17]
 [4.17 0.  ]]";"[[0.   5.3  2.19 3.38]
 [5.3  0.   7.8  8.49]
 [2.19 7.8  0.   5.22]
 [3.38 8.49 5.22 0.  ]]";"[ 0.291  0.516 -0.827 -0.407 -0.316  0.204 -0.237 -0.01   0.054 -0.007
 -0.036]";"[ 0.625  0.225 -0.073 -0.188  0.056  0.276  0.256  0.022 -0.038  0.005
  0.026]";2;1;5.788874328919535;[11.78689888];[5.81645052]
[1, 7];[6, 11, 13, 16];1;33.3%;"[[0.   2.64]
 [2.64 0.  ]]";"[[0.   6.06 2.19 3.38]
 [6.06 0.   6.44 6.91]
 [2.19 6.44 0.   5.22]
 [3.38 6.91 5.22 0.  ]]";"[ 0.46   0.651 -0.938  0.257  0.109  0.245  0.121  0.063  0.17   0.031
 -0.008]";"[ 0.54   0.157 -0.018 -0.521 -0.156  0.256  0.077 -0.015 -0.096 -0.013
  0.012]";3;1;7.853156857202489;[15.06761266];[6.23446988]
[6, 1];[7, 11, 13, 16];1;20.0%;"[[0.  2.7]
 [2.7 0. ]]";"[[0.   6.66 7.8  8.49]
 [6.66 0.   6.44 6.91]
 [7.8  6.44 0.   5.22]
 [8.49 6.91 5.22 0.  ]]";"[ 0.963  0.537 -0.415 -0.172 -0.049  0.119 -0.13  -0.046  0.238 -0.119
 -0.026]";"[ 0.289  0.214 -0.279 -0.306 -0.077  0.318  0.203  0.04  -0.13   0.061
  0.021]";5;1;1.5906232684335158;[15.01590471];[3.59464567]
[16];[1, 6, 7, 11, 13];1;20.0%;[[0.]];"[[0.   2.7  2.64 4.17 4.58]
 [2.7  0.   5.3  6.06 2.19]
 [2.64 5.3  0.   6.66 7.8 ]
 [4.17 6.06 6.66 0.   6.44]
 [4.58 2.19 7.8  6.44 0.  ]]";"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]";"[ 0.515  0.516 -0.379 -0.196 -0.186  0.131  0.112  0.008  0.037  0.015
  0.001]";5;1;9.457105542488698;[15.10562275];[7.29783652]
[13];[1, 6, 7, 11, 16];1;11.1%;[[0.]];"[[0.   2.7  2.64 4.17 6.43]
 [2.7  0.   5.3  6.06 3.38]
 [2.64 5.3  0.   6.66 8.49]
 [4.17 6.06 6.66 0.   6.91]
 [6.43 3.38 8.49 6.91 0.  ]]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";"[ 0.527  0.214 -0.538 -0.196 -0.018  0.269  0.002  0.087  0.012 -0.024
 -0.002]";9;1;7.6528679663235994;[19.13026581];[6.76901375]
[11];[1, 6, 7, 13, 16];1;33.3%;[[0.]];"[[0.   2.7  2.64 4.58 6.43]
 [2.7  0.   5.3  2.19 3.38]
 [2.64 5.3  0.   7.8  8.49]
 [4.58 2.19 7.8  0.   5.22]
 [6.43 3.38 8.49 5.22 0.  ]]";"[-0.068  0.189 -0.796 -0.688 -0.682  0.084 -0.219  0.176 -0.208  0.056
 -0.019]";"[ 0.63   0.348 -0.23  -0.176  0.055  0.286  0.154 -0.022  0.033 -0.01
  0.01 ]";3;1;8.176196840767476;[12.87832942];[6.77145125]
[7];[1, 6, 11, 13, 16];1;25.0%;[[0.]];"[[0.   2.7  4.17 4.58 6.43]
 [2.7  0.   6.06 2.19 3.38]
 [4.17 6.06 0.   6.44 6.91]
 [4.58 2.19 6.44 0.   5.22]
 [6.43 3.38 6.91 5.22 0.  ]]";"[ 0.27   0.46  -1.017  0.642  0.167  0.166  0.499  0.323  0.024  0.13
  0.037]";"[ 0.562  0.294 -0.186 -0.442 -0.115  0.269  0.01  -0.051 -0.014 -0.025
 -0.001]";4;1;8.605090394567242;[16.98852187];[6.67571379]
[6];[1, 7, 11, 13, 16];1;11.1%;[[0.]];"[[0.   2.64 4.17 4.58 6.43]
 [2.64 0.   6.66 7.8  8.49]
 [4.17 6.66 0.   6.44 6.91]
 [4.58 7.8  6.44 0.   5.22]
 [6.43 8.49 6.91 5.22 0.  ]]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.361  0.34  -0.395 -0.27  -0.052  0.319  0.111 -0.007 -0.041  0.035
  0.006]";9;1;3.171180879376411;[19.22184144];[5.086519]
[1];[6, 7, 11, 13, 16];1;20.0%;[[0.]];"[[0.   5.3  6.06 2.19 3.38]
 [5.3  0.   6.66 7.8  8.49]
 [6.06 6.66 0.   6.44 6.91]
 [2.19 7.8  6.44 0.   5.22]
 [3.38 8.49 6.91 5.22 0.  ]]";"[ 0.649  0.842 -0.859 -0.127  0.051  0.324 -0.256 -0.196  0.316 -0.069
 -0.053]";"[ 0.486  0.218 -0.218 -0.288 -0.092  0.238  0.161  0.053 -0.072  0.015
  0.017]";5;1;1.9628618856969633;[19.04357727];[4.628898]
[12, 6, 13, 18, 7];[1];1;100.0%;"[[0.   2.68 5.08 5.71 5.4 ]
 [2.68 0.   2.19 3.51 5.3 ]
 [5.08 2.19 0.   3.14 7.8 ]
 [5.71 3.51 3.14 0.   5.19]
 [5.4  5.3  7.8  5.19 0.  ]]";[[0.]];"[ 0.574  0.374 -0.027  0.135  0.103 -0.173  0.167 -0.053  0.025  0.054
  0.034]";"[ 0.649  0.842 -0.859 -0.127  0.051  0.324 -0.256 -0.196  0.316 -0.069
 -0.053]";1;5;3.265598204821058;[1.0867129];[3.80871545]
[12, 13, 1, 18, 7];[6];1;100.0%;"[[0.   5.08 6.4  5.71 5.4 ]
 [5.08 0.   4.58 3.14 7.8 ]
 [6.4  4.58 0.   3.32 2.64]
 [5.71 3.14 3.32 0.   5.19]
 [5.4  7.8  2.64 5.19 0.  ]]";[[0.]];"[ 0.448  0.496 -0.204  0.153  0.143 -0.091  0.116 -0.113  0.056  0.074
  0.023]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";1;9;2.8251118676254654;[0.59020727];[2.13576016]
[12, 6, 13, 1, 18];[7];1;100.0%;"[[0.   2.68 5.08 6.4  5.71]
 [2.68 0.   2.19 2.7  3.51]
 [5.08 2.19 0.   4.58 3.14]
 [6.4  2.7  4.58 0.   3.32]
 [5.71 3.51 3.14 3.32 0.  ]]";[[0.]];"[ 0.65   0.45   0.005 -0.019  0.08  -0.141  0.016 -0.157  0.083  0.014
  0.016]";"[ 0.27   0.46  -1.017  0.642  0.167  0.166  0.499  0.323  0.024  0.13
  0.037]";1;4;7.499181370262313;[1.69401878];[4.24713047]
[6, 13, 1, 18, 7];[12];1;100.0%;"[[0.   2.19 2.7  3.51 5.3 ]
 [2.19 0.   4.58 3.14 7.8 ]
 [2.7  4.58 0.   3.32 2.64]
 [3.51 3.14 3.32 0.   5.19]
 [5.3  7.8  2.64 5.19 0.  ]]";[[0.]];"[ 0.578  0.68  -0.238 -0.064  0.019 -0.07   0.115 -0.027  0.055  0.029
 -0.004]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";1;10;10.90327804683003;[0.8569727];[1.71979025]
[12, 6, 1, 18, 7];[13];1;50.0%;"[[0.   2.68 6.4  5.71 5.4 ]
 [2.68 0.   2.7  3.51 5.3 ]
 [6.4  2.7  0.   3.32 2.64]
 [5.71 3.51 3.32 0.   5.19]
 [5.4  5.3  2.64 5.19 0.  ]]";[[0.]];"[ 0.615  0.37  -0.347  0.228  0.177 -0.141  0.007 -0.019  0.109  0.015
  0.015]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";2;9;4.742999209458016;[0.80473814];[2.12558509]
[12, 6, 13, 1, 7];[18];1;100.0%;"[[0.   2.68 5.08 6.4  5.4 ]
 [2.68 0.   2.19 2.7  5.3 ]
 [5.08 2.19 0.   4.58 7.8 ]
 [6.4  2.7  4.58 0.   2.64]
 [5.4  5.3  7.8  2.64 0.  ]]";[[0.]];"[ 0.654  0.341 -0.181  0.115  0.044  0.076  0.156 -0.092  0.111  0.016
  0.032]";"[ 2.480e-01  1.008e+00 -8.800e-02 -2.500e-02  3.460e-01 -9.220e-01
 -2.050e-01 -1.000e-03 -1.180e-01  1.230e-01 -4.300e-02]";1;5;5.347180235032186;[1.28034533];[3.079184]
[12, 13, 18, 7];[1, 6];1;100.0%;"[[0.   5.08 5.71 5.4 ]
 [5.08 0.   3.14 7.8 ]
 [5.71 3.14 0.   5.19]
 [5.4  7.8  5.19 0.  ]]";"[[0.  2.7]
 [2.7 0. ]]";"[ 0.398  0.409 -0.04   0.224  0.166 -0.195  0.21  -0.092 -0.009  0.11
  0.042]";"[ 0.963  0.537 -0.415 -0.172 -0.049  0.119 -0.13  -0.046  0.238 -0.119
 -0.026]";1;5;2.1285856905914473;[0.86040808];[3.00318094]
[12, 6, 13, 18];[1, 7];1;50.0%;"[[0.   2.68 5.08 5.71]
 [2.68 0.   2.19 3.51]
 [5.08 2.19 0.   3.14]
 [5.71 3.51 3.14 0.  ]]";"[[0.   2.64]
 [2.64 0.  ]]";"[ 0.65   0.352  0.221  0.009  0.087 -0.258  0.084 -0.147  0.025  0.035
  0.033]";"[ 0.46   0.651 -0.938  0.257  0.109  0.245  0.121  0.063  0.17   0.031
 -0.008]";2;3;5.654142962552261;[2.24532039];[5.02253755]
[6, 13, 18, 7];[1, 12];1;100.0%;"[[0.   2.19 3.51 5.3 ]
 [2.19 0.   3.14 7.8 ]
 [3.51 3.14 0.   5.19]
 [5.3  7.8  5.19 0.  ]]";"[[0.  6.4]
 [6.4 0. ]]";"[ 0.56   0.639 -0.083 -0.048  0.011 -0.169  0.207  0.015 -0.01   0.053
  0.008]";"[ 0.64   0.077 -0.33   0.37   0.261  0.067 -0.126 -0.261  0.24  -0.005
  0.041]";1;3;5.1245602379713455;[2.54364117];[2.50674269]
[12, 6, 18, 7];[1, 13];1;50.0%;"[[0.   2.68 5.71 5.4 ]
 [2.68 0.   3.51 5.3 ]
 [5.71 3.51 0.   5.19]
 [5.4  5.3  5.19 0.  ]]";"[[0.   4.58]
 [4.58 0.  ]]";"[ 0.606  0.252 -0.22   0.317  0.209 -0.258  0.073  0.025  0.058  0.036
  0.033]";"[ 0.547  0.85  -0.057 -0.358 -0.134  0.245  0.142 -0.281  0.105  0.03
 -0.007]";2;4;3.1366739933828267;[1.63203614];[2.95495796]
[12, 6, 13, 7];[1, 18];1;100.0%;"[[0.   2.68 5.08 5.4 ]
 [2.68 0.   2.19 5.3 ]
 [5.08 2.19 0.   7.8 ]
 [5.4  5.3  7.8  0.  ]]";"[[0.   3.32]
 [3.32 0.  ]]";"[ 0.655  0.215 -0.011  0.176  0.042  0.014  0.26  -0.066  0.06   0.037
  0.053]";"[ 0.448  0.925 -0.473 -0.076  0.199 -0.299 -0.231 -0.098  0.099  0.027
 -0.048]";1;3;4.535122709977628;[1.91607381];[4.35281475]
[12, 13, 1, 18];[6, 7];1;100.0%;"[[0.   5.08 6.4  5.71]
 [5.08 0.   4.58 3.14]
 [6.4  4.58 0.   3.32]
 [5.71 3.14 3.32 0.  ]]";"[[0.  5.3]
 [5.3 0. ]]";"[ 0.493  0.505 -0.001  0.031  0.137 -0.155  0.021 -0.222  0.064  0.06
  0.019]";"[ 0.773  0.346 -0.494  0.212  0.009  0.04   0.247  0.213  0.092 -0.02
  0.019]";1;3;2.379989323912616;[1.81558557];[3.55568771]
[13, 1, 18, 7];[6, 12];1;100.0%;"[[0.   4.58 3.14 7.8 ]
 [4.58 0.   3.32 2.64]
 [3.14 3.32 0.   5.19]
 [7.8  2.64 5.19 0.  ]]";"[[0.   2.68]
 [2.68 0.  ]]";"[ 0.403  0.792 -0.304 -0.025  0.061 -0.067  0.145 -0.06   0.029  0.078
 -0.005]";"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";1;7;8.460916709679516;[1.21894247];[1.69726378]
[12, 1, 18, 7];[6, 13];1;50.0%;"[[0.   6.4  5.71 5.4 ]
 [6.4  0.   3.32 2.64]
 [5.71 3.32 0.   5.19]
 [5.4  2.64 5.19 0.  ]]";"[[0.   2.19]
 [2.19 0.  ]]";"[ 0.449  0.405 -0.441  0.339  0.259 -0.155  0.011 -0.05   0.097  0.061
  0.019]";"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";2;7;3.7217199924151076;[0.99096029];[2.03529873]
[12, 13, 1, 7];[6, 18];1;100.0%;"[[0.   5.08 6.4  5.4 ]
 [5.08 0.   4.58 7.8 ]
 [6.4  4.58 0.   2.64]
 [5.4  7.8  2.64 0.  ]]";"[[0.   3.51]
 [3.51 0.  ]]";"[ 0.499  0.368 -0.233  0.198  0.092  0.117  0.197 -0.141  0.099  0.062
  0.039]";"[ 0.762  0.619 -0.03  -0.122  0.099 -0.504 -0.105  0.051  0.021 -0.023
 -0.021]";1;4;2.2606682045409685;[1.29500867];[2.87632702]
[6, 13, 1, 18];[7, 12];1;50.0%;"[[0.   2.19 2.7  3.51]
 [2.19 0.   4.58 3.14]
 [2.7  4.58 0.   3.32]
 [3.51 3.14 3.32 0.  ]]";"[[0.  5.4]
 [5.4 0. ]]";"[ 0.654  0.735 -0.043 -0.24  -0.018 -0.129  0.019 -0.115  0.063  0.003
 -0.014]";"[ 0.45  -0.115 -0.409  0.755  0.319 -0.012  0.252 -0.002  0.094  0.094
  0.086]";2;3;7.379677172191777;[3.44391945];[3.14588893]
[12, 6, 1, 18];[7, 13];1;50.0%;"[[0.   2.68 6.4  5.71]
 [2.68 0.   2.7  3.51]
 [6.4  2.7  0.   3.32]
 [5.71 3.51 3.32 0.  ]]";"[[0.  7.8]
 [7.8 0. ]]";"[ 0.701  0.348 -0.18   0.124  0.18  -0.218 -0.115 -0.105  0.131 -0.014
  0.01 ]";"[ 0.357  0.659 -0.136  0.026 -0.076  0.166  0.52  -0.021 -0.042  0.129
  0.038]";2;2;2.6087216571253364;[3.76101936];[3.4464494]
[12, 6, 13, 1];[7, 18];1;50.0%;"[[0.   2.68 5.08 6.4 ]
 [2.68 0.   2.19 2.7 ]
 [5.08 2.19 0.   4.58]
 [6.4  2.7  4.58 0.  ]]";"[[0.   5.19]
 [5.19 0.  ]]";"[ 0.75   0.311  0.028 -0.017  0.013  0.054  0.071 -0.196  0.133 -0.013
  0.03 ]";"[ 0.259  0.734 -0.552  0.308  0.256 -0.378  0.147  0.161 -0.047  0.127
 -0.003]";2;2;5.005466232929351;[3.66600292];[5.2368235]
[6, 1, 18, 7];[12, 13];1;50.0%;"[[0.   2.7  3.51 5.3 ]
 [2.7  0.   3.32 2.64]
 [3.51 3.32 0.   5.19]
 [5.3  2.64 5.19 0.  ]]";"[[0.   5.08]
 [5.08 0.  ]]";"[ 0.611  0.635 -0.484  0.068  0.104 -0.129  0.008  0.057  0.095  0.004
 -0.014]";"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]";2;5;4.9009700929437505;[2.02346643];[1.22955091]
[6, 13, 1, 7];[12, 18];1;50.0%;"[[0.   2.19 2.7  5.3 ]
 [2.19 0.   4.58 7.8 ]
 [2.7  4.58 0.   2.64]
 [5.3  7.8  2.64 0.  ]]";"[[0.   5.71]
 [5.71 0.  ]]";"[ 0.66   0.598 -0.275 -0.073 -0.062  0.143  0.195 -0.034  0.098  0.005
  0.006]";"[ 0.439  0.159  0.055  0.421  0.408 -0.556 -0.1   -0.163  0.023  0.091
  0.046]";2;3;4.219256599243329;[3.04243128];[2.17425125]
[12, 6, 1, 7];[13, 18];1;50.0%;"[[0.   2.68 6.4  5.4 ]
 [2.68 0.   2.7  5.3 ]
 [6.4  2.7  0.   2.64]
 [5.4  5.3  2.64 0.  ]]";"[[0.   3.14]
 [3.14 0.  ]]";"[ 0.707  0.211 -0.412  0.291  0.135  0.054  0.061 -0.024  0.166 -0.012
  0.03 ]";"[ 0.346  0.933  0.329 -0.308  0.013 -0.378  0.168 -0.183 -0.112  0.126
 -0.002]";2;4;5.4417558987471475;[2.08643968];[3.02359191]
[12, 13, 18];[1, 6, 7];1;50.0%;"[[0.   5.08 5.71]
 [5.08 0.   3.14]
 [5.71 3.14 0.  ]]";"[[0.   2.7  2.64]
 [2.7  0.   5.3 ]
 [2.64 5.3  0.  ]]";"[ 0.441  0.392  0.285  0.084  0.166 -0.315  0.113 -0.231 -0.02   0.104
  0.044]";"[ 0.732  0.511 -0.616  0.099  0.023  0.135  0.079  0.077  0.166 -0.036
 -0.005]";2;3;3.601725129522238;[1.75148199];[3.99067405]
[13, 18, 7];[1, 6, 12];1;100.0%;"[[0.   3.14 7.8 ]
 [3.14 0.   5.19]
 [7.8  5.19 0.  ]]";"[[0.   2.7  6.4 ]
 [2.7  0.   2.68]
 [6.4  2.68 0.  ]]";"[ 0.321  0.775 -0.12   0.009  0.065 -0.197  0.278 -0.015 -0.067  0.127
  0.011]";"[ 0.852  0.128 -0.211  0.174  0.124  0.016 -0.086 -0.139  0.213 -0.06
  0.028]";1;3;5.730333180605763;[2.45658921];[3.04451723]
